hemmamal,bortamal,datum,sasong,segrare,id,plats,lag,status,gjorda_mål,insläppta_mål
0,2,1930-05-04,1929_1930,borta,761,borta,IFK Göteborg,seger,2,0
2,0,1930-05-09,1929_1930,hemma,762,hemma,IFK Malmö,seger,2,0
2,0,1930-05-09,1929_1930,hemma,762,borta,Stattena,förlust,0,2
1,0,1930-05-09,1929_1930,hemma,763,hemma,Gais,seger,1,0
1,0,1930-05-09,1929_1930,hemma,763,borta,Örgryte,förlust,0,1
1,1,1930-05-11,1929_1930,lika,764,hemma,IFK Norrköping,lika,1,1
1,1,1930-05-11,1929_1930,lika,764,borta,Helsingborg,lika,1,1
2,2,1930-05-11,1929_1930,lika,765,hemma,Sandvikens IF,lika,2,2
2,2,1930-05-11,1929_1930,lika,765,borta,Landskrona,lika,2,2
3,3,1930-05-11,1929_1930,lika,766,hemma,AIK,lika,3,3
3,3,1930-05-11,1929_1930,lika,766,borta,Örgryte,lika,3,3
1,6,1930-05-11,1929_1930,borta,767,hemma,IFK Göteborg,förlust,1,6
1,6,1930-05-11,1929_1930,borta,767,borta,Elfsborg,seger,6,1
0,7,1930-05-14,1929_1930,borta,768,hemma,IFK Norrköping,förlust,0,7
0,7,1930-05-14,1929_1930,borta,768,borta,Sleipner,seger,7,0
3,1,1930-05-16,1929_1930,hemma,769,hemma,Örgryte,seger,3,1
3,1,1930-05-16,1929_1930,hemma,769,borta,IFK Göteborg,förlust,1,3
2,2,1930-05-16,1929_1930,lika,770,hemma,Stattena,lika,2,2
2,2,1930-05-16,1929_1930,lika,770,borta,Landskrona,lika,2,2
3,0,1930-05-18,1929_1930,hemma,771,hemma,Sleipner,seger,3,0
3,0,1930-05-18,1929_1930,hemma,771,borta,Sandvikens IF,förlust,0,3
1,1,1930-05-18,1929_1930,lika,772,hemma,Gais,lika,1,1
1,1,1930-05-18,1929_1930,lika,772,borta,AIK,lika,1,1
2,1,1930-05-18,1929_1930,hemma,773,hemma,Elfsborg,seger,2,1
2,1,1930-05-18,1929_1930,hemma,773,borta,Stattena,förlust,1,2
2,3,1930-05-18,1929_1930,borta,774,hemma,Helsingborg,förlust,2,3
2,3,1930-05-18,1929_1930,borta,774,borta,IFK Malmö,seger,3,2
4,1,1930-05-21,1929_1930,hemma,775,hemma,Örgryte,seger,4,1
4,1,1930-05-21,1929_1930,hemma,775,borta,Elfsborg,förlust,1,4
3,1,1930-05-25,1929_1930,hemma,776,hemma,Örgryte,seger,3,1
3,1,1930-05-25,1929_1930,hemma,776,borta,Sandvikens IF,förlust,1,3
1,8,1930-05-25,1929_1930,borta,777,hemma,Stattena,förlust,1,8
1,8,1930-05-25,1929_1930,borta,777,borta,IFK Göteborg,seger,8,1
3,1,1930-05-25,1929_1930,hemma,778,hemma,Sleipner,seger,3,1
3,1,1930-05-25,1929_1930,hemma,778,borta,Landskrona,förlust,1,3
0,3,1930-05-25,1929_1930,borta,779,hemma,IFK Malmö,förlust,0,3
0,3,1930-05-25,1929_1930,borta,779,borta,Helsingborg,seger,3,0
0,1,1930-05-25,1929_1930,borta,780,hemma,Elfsborg,förlust,0,1
0,1,1930-05-25,1929_1930,borta,780,borta,Gais,seger,1,0
3,1,1930-05-25,1929_1930,hemma,781,hemma,AIK,seger,3,1
3,1,1930-05-25,1929_1930,hemma,781,borta,IFK Norrköping,förlust,1,3
7,0,1930-05-28,1929_1930,hemma,782,hemma,Helsingborg,seger,7,0
7,0,1930-05-28,1929_1930,hemma,782,borta,Stattena,förlust,0,7
1,3,1930-05-29,1929_1930,borta,783,hemma,Sandvikens IF,förlust,1,3
1,3,1930-05-29,1929_1930,borta,783,borta,Sleipner,seger,3,1
9,2,1930-05-29,1929_1930,hemma,784,hemma,Landskrona,seger,9,2
9,2,1930-05-29,1929_1930,hemma,784,borta,IFK Malmö,förlust,2,9
3,0,1930-05-29,1929_1930,hemma,785,hemma,IFK Norrköping,seger,3,0
3,0,1930-05-29,1929_1930,hemma,785,borta,Elfsborg,förlust,0,3
3,1,1930-05-29,1929_1930,hemma,786,hemma,IFK Göteborg,seger,3,1
3,1,1930-05-29,1929_1930,hemma,786,borta,AIK,förlust,1,3
3,3,1930-06-01,1929_1930,lika,787,hemma,Stattena,lika,3,3
3,3,1930-06-01,1929_1930,lika,787,borta,Elfsborg,lika,3,3
2,0,1930-06-01,1929_1930,hemma,788,hemma,Sleipner,seger,2,0
2,0,1930-06-01,1929_1930,hemma,788,borta,Örgryte,förlust,0,2
0,1,1930-06-01,1929_1930,borta,789,hemma,Sandvikens IF,förlust,0,1
0,1,1930-06-01,1929_1930,borta,789,borta,IFK Göteborg,seger,1,0
6,1,1930-06-01,1929_1930,hemma,790,hemma,Landskrona,seger,6,1
6,1,1930-06-01,1929_1930,hemma,790,borta,IFK Norrköping,förlust,1,6
0,3,1930-06-01,1929_1930,borta,791,hemma,Gais,förlust,0,3
0,3,1930-06-01,1929_1930,borta,791,borta,Helsingborg,seger,3,0
2,1,1930-06-01,1929_1930,hemma,792,hemma,AIK,seger,2,1
2,1,1930-06-01,1929_1930,hemma,792,borta,IFK Malmö,förlust,1,2
1,2,1930-08-03,1930_1931,borta,793,hemma,Örgryte,förlust,1,2
1,2,1930-08-03,1930_1931,borta,793,borta,IFK Malmö,seger,2,1
3,1,1930-08-03,1930_1931,hemma,794,hemma,Sandvikens IF,seger,3,1
3,1,1930-08-03,1930_1931,hemma,794,borta,Sleipner,förlust,1,3
2,1,1930-08-03,1930_1931,hemma,795,hemma,Landskrona,seger,2,1
2,1,1930-08-03,1930_1931,hemma,795,borta,Gais,förlust,1,2
1,2,1930-08-03,1930_1931,borta,796,hemma,Helsingborg,förlust,1,2
1,2,1930-08-03,1930_1931,borta,796,borta,Redbergslid,seger,2,1
7,1,1930-08-03,1930_1931,hemma,797,hemma,Eskilstuna,seger,7,1
7,1,1930-08-03,1930_1931,hemma,797,borta,IFK Göteborg,förlust,1,7
2,3,1930-08-03,1930_1931,borta,798,hemma,Elfsborg,förlust,2,3
2,3,1930-08-03,1930_1931,borta,798,borta,AIK,seger,3,2
1,1,1930-08-06,1930_1931,lika,799,hemma,Redbergslid,lika,1,1
1,1,1930-08-06,1930_1931,lika,799,borta,Gais,lika,1,1
0,3,1930-08-08,1930_1931,borta,800,hemma,Örgryte,förlust,0,3
0,3,1930-08-08,1930_1931,borta,800,borta,IFK Göteborg,seger,3,0
3,5,1930-08-10,1930_1931,borta,801,hemma,Sandvikens IF,förlust,3,5
3,5,1930-08-10,1930_1931,borta,801,borta,Helsingborg,seger,5,3
0,3,1930-08-10,1930_1931,borta,802,hemma,Redbergslid,förlust,0,3
0,3,1930-08-10,1930_1931,borta,802,borta,AIK,seger,3,0
2,2,1930-08-10,1930_1931,lika,803,hemma,Landskrona,lika,2,2
2,2,1930-08-10,1930_1931,lika,803,borta,Elfsborg,lika,2,2
2,6,1930-08-10,1930_1931,borta,804,hemma,Eskilstuna,förlust,2,6
2,6,1930-08-10,1930_1931,borta,804,borta,Sleipner,seger,6,2
2,2,1930-08-13,1930_1931,lika,805,hemma,Gais,lika,2,2
2,2,1930-08-13,1930_1931,lika,805,borta,Örgryte,lika,2,2
1,1,1930-08-15,1930_1931,lika,806,hemma,IFK Göteborg,lika,1,1
1,1,1930-08-15,1930_1931,lika,806,borta,Redbergslid,lika,1,1
2,0,1930-08-17,1930_1931,hemma,807,hemma,IFK Malmö,seger,2,0
2,0,1930-08-17,1930_1931,hemma,807,borta,Sleipner,förlust,0,2
2,3,1930-08-17,1930_1931,borta,808,hemma,Helsingborg,förlust,2,3
2,3,1930-08-17,1930_1931,borta,808,borta,Eskilstuna,seger,3,2
5,3,1930-08-17,1930_1931,hemma,809,hemma,Gais,seger,5,3
5,3,1930-08-17,1930_1931,hemma,809,borta,Landskrona,förlust,3,5
2,1,1930-08-17,1930_1931,hemma,810,hemma,AIK,seger,2,1
2,1,1930-08-17,1930_1931,hemma,810,borta,Sandvikens IF,förlust,1,2
0,5,1930-08-20,1930_1931,borta,811,hemma,IFK Göteborg,förlust,0,5
0,5,1930-08-20,1930_1931,borta,811,borta,Gais,seger,5,0
1,6,1930-08-22,1930_1931,borta,812,hemma,Redbergslid,förlust,1,6
1,6,1930-08-22,1930_1931,borta,812,borta,Örgryte,seger,6,1
1,2,1930-08-24,1930_1931,borta,813,hemma,Sleipner,förlust,1,2
1,2,1930-08-24,1930_1931,borta,813,borta,Helsingborg,seger,2,1
2,2,1930-08-24,1930_1931,lika,814,hemma,IFK Malmö,lika,2,2
2,2,1930-08-24,1930_1931,lika,814,borta,Örgryte,lika,2,2
3,0,1930-08-24,1930_1931,hemma,815,hemma,IFK Göteborg,seger,3,0
3,0,1930-08-24,1930_1931,hemma,815,borta,Sandvikens IF,förlust,0,3
4,2,1930-08-24,1930_1931,hemma,816,hemma,Eskilstuna,seger,4,2
4,2,1930-08-24,1930_1931,hemma,816,borta,AIK,förlust,2,4
7,1,1930-08-24,1930_1931,hemma,817,hemma,Elfsborg,seger,7,1
7,1,1930-08-24,1930_1931,hemma,817,borta,Redbergslid,förlust,1,7
2,4,1930-08-27,1930_1931,borta,818,hemma,Helsingborg,förlust,2,4
2,4,1930-08-27,1930_1931,borta,818,borta,Landskrona,seger,4,2
3,3,1930-08-31,1930_1931,lika,819,hemma,Sleipner,lika,3,3
3,3,1930-08-31,1930_1931,lika,819,borta,Sandvikens IF,lika,3,3
4,2,1930-08-31,1930_1931,hemma,820,hemma,Landskrona,seger,4,2
4,2,1930-08-31,1930_1931,hemma,820,borta,Redbergslid,förlust,2,4
2,3,1930-08-31,1930_1931,borta,821,hemma,AIK,förlust,2,3
2,3,1930-08-31,1930_1931,borta,821,borta,Gais,seger,3,2
2,1,1930-08-31,1930_1931,hemma,822,hemma,Örgryte,seger,2,1
2,1,1930-08-31,1930_1931,hemma,822,borta,Elfsborg,förlust,1,2
3,1,1930-08-31,1930_1931,hemma,823,hemma,IFK Malmö,seger,3,1
3,1,1930-08-31,1930_1931,hemma,823,borta,IFK Göteborg,förlust,1,3
1,3,1930-09-07,1930_1931,borta,824,hemma,Sleipner,förlust,1,3
1,3,1930-09-07,1930_1931,borta,824,borta,Gais,seger,3,1
3,4,1930-09-07,1930_1931,borta,825,hemma,Sandvikens IF,förlust,3,4
3,4,1930-09-07,1930_1931,borta,825,borta,AIK,seger,4,3
1,1,1930-09-07,1930_1931,lika,826,hemma,Redbergslid,lika,1,1
1,1,1930-09-07,1930_1931,lika,826,borta,Eskilstuna,lika,1,1
0,3,1930-09-07,1930_1931,borta,827,hemma,Landskrona,förlust,0,3
0,3,1930-09-07,1930_1931,borta,827,borta,Örgryte,seger,3,0
2,1,1930-09-07,1930_1931,hemma,828,hemma,IFK Göteborg,seger,2,1
2,1,1930-09-07,1930_1931,hemma,828,borta,IFK Malmö,förlust,1,2
1,3,1930-09-07,1930_1931,borta,829,hemma,Elfsborg,förlust,1,3
1,3,1930-09-07,1930_1931,borta,829,borta,Helsingborg,seger,3,1
6,2,1930-09-14,1930_1931,hemma,830,hemma,Örgryte,seger,6,2
6,2,1930-09-14,1930_1931,hemma,830,borta,Sandvikens IF,förlust,2,6
0,1,1930-09-14,1930_1931,borta,831,hemma,Redbergslid,förlust,0,1
0,1,1930-09-14,1930_1931,borta,831,borta,Landskrona,seger,1,0
1,1,1930-09-14,1930_1931,lika,832,hemma,IFK Malmö,lika,1,1
1,1,1930-09-14,1930_1931,lika,832,borta,AIK,lika,1,1
2,2,1930-09-14,1930_1931,lika,833,hemma,Helsingborg,lika,2,2
2,2,1930-09-14,1930_1931,lika,833,borta,Elfsborg,lika,2,2
1,2,1930-09-14,1930_1931,borta,834,hemma,Eskilstuna,förlust,1,2
1,2,1930-09-14,1930_1931,borta,834,borta,Gais,seger,2,1
0,4,1930-09-21,1930_1931,borta,835,hemma,Sandvikens IF,förlust,0,4
0,4,1930-09-21,1930_1931,borta,835,borta,Eskilstuna,seger,4,0
3,2,1930-09-21,1930_1931,hemma,836,hemma,IFK Malmö,seger,3,2
3,2,1930-09-21,1930_1931,hemma,836,borta,Landskrona,förlust,2,3
3,2,1930-09-21,1930_1931,hemma,837,hemma,Helsingborg,seger,3,2
3,2,1930-09-21,1930_1931,hemma,837,borta,AIK,förlust,2,3
3,2,1930-09-21,1930_1931,hemma,838,hemma,IFK Göteborg,seger,3,2
3,2,1930-09-21,1930_1931,hemma,838,borta,Sleipner,förlust,2,3
3,2,1930-09-21,1930_1931,hemma,839,hemma,Elfsborg,seger,3,2
3,2,1930-09-21,1930_1931,hemma,839,borta,Örgryte,förlust,2,3
6,1,1930-10-05,1930_1931,hemma,840,hemma,Sleipner,seger,6,1
6,1,1930-10-05,1930_1931,hemma,840,borta,Elfsborg,förlust,1,6
1,2,1930-10-05,1930_1931,borta,841,hemma,Sandvikens IF,förlust,1,2
1,2,1930-10-05,1930_1931,borta,841,borta,IFK Göteborg,seger,2,1
4,1,1930-10-05,1930_1931,hemma,842,hemma,Gais,seger,4,1
4,1,1930-10-05,1930_1931,hemma,842,borta,Helsingborg,förlust,1,4
2,0,1930-10-05,1930_1931,hemma,843,hemma,Eskilstuna,seger,2,0
2,0,1930-10-05,1930_1931,hemma,843,borta,IFK Malmö,förlust,0,2
4,5,1930-10-05,1930_1931,borta,844,hemma,AIK,förlust,4,5
4,5,1930-10-05,1930_1931,borta,844,borta,Landskrona,seger,5,4
1,4,1930-10-12,1930_1931,borta,845,hemma,Örgryte,förlust,1,4
1,4,1930-10-12,1930_1931,borta,845,borta,Helsingborg,seger,4,1
3,5,1930-10-12,1930_1931,borta,846,hemma,Sandvikens IF,förlust,3,5
3,5,1930-10-12,1930_1931,borta,846,borta,Gais,seger,5,3
2,3,1930-10-12,1930_1931,borta,847,hemma,Landskrona,förlust,2,3
2,3,1930-10-12,1930_1931,borta,847,borta,IFK Malmö,seger,3,2
1,2,1930-10-12,1930_1931,borta,848,hemma,Eskilstuna,förlust,1,2
1,2,1930-10-12,1930_1931,borta,848,borta,Redbergslid,seger,2,1
1,2,1930-10-12,1930_1931,borta,849,hemma,Elfsborg,förlust,1,2
1,2,1930-10-12,1930_1931,borta,849,borta,IFK Göteborg,seger,2,1
3,2,1930-10-12,1930_1931,hemma,850,hemma,AIK,seger,3,2
3,2,1930-10-12,1930_1931,hemma,850,borta,Sleipner,förlust,2,3
1,0,1930-10-19,1930_1931,hemma,851,hemma,Redbergslid,seger,1,0
1,0,1930-10-19,1930_1931,hemma,851,borta,Sleipner,förlust,0,1
2,3,1930-10-19,1930_1931,borta,852,hemma,IFK Malmö,förlust,2,3
2,3,1930-10-19,1930_1931,borta,852,borta,Gais,seger,3,2
3,1,1930-10-19,1930_1931,hemma,853,hemma,Landskrona,seger,3,1
3,1,1930-10-19,1930_1931,hemma,853,borta,Eskilstuna,förlust,1,3
6,3,1930-10-19,1930_1931,hemma,854,hemma,Helsingborg,seger,6,3
6,3,1930-10-19,1930_1931,hemma,854,borta,Örgryte,förlust,3,6
0,3,1930-10-19,1930_1931,borta,855,hemma,Elfsborg,förlust,0,3
0,3,1930-10-19,1930_1931,borta,855,borta,Sandvikens IF,seger,3,0
3,1,1930-10-19,1930_1931,hemma,856,hemma,AIK,seger,3,1
3,1,1930-10-19,1930_1931,hemma,856,borta,IFK Göteborg,förlust,1,3
4,3,1930-10-26,1930_1931,hemma,857,hemma,Sleipner,seger,4,3
4,3,1930-10-26,1930_1931,hemma,857,borta,Redbergslid,förlust,3,4
1,0,1930-10-26,1930_1931,hemma,858,hemma,IFK Malmö,seger,1,0
1,0,1930-10-26,1930_1931,hemma,858,borta,Helsingborg,förlust,0,1
2,1,1930-10-26,1930_1931,hemma,859,hemma,Landskrona,seger,2,1
2,1,1930-10-26,1930_1931,hemma,859,borta,Sandvikens IF,förlust,1,2
4,0,1930-10-26,1930_1931,hemma,860,hemma,IFK Göteborg,seger,4,0
4,0,1930-10-26,1930_1931,hemma,860,borta,Elfsborg,förlust,0,4
4,2,1930-10-26,1930_1931,hemma,861,hemma,Eskilstuna,seger,4,2
4,2,1930-10-26,1930_1931,hemma,861,borta,Örgryte,förlust,2,4
6,2,1930-11-02,1930_1931,hemma,862,hemma,Sleipner,seger,6,2
6,2,1930-11-02,1930_1931,hemma,862,borta,Eskilstuna,förlust,2,6
6,0,1930-11-02,1930_1931,hemma,863,hemma,Gais,seger,6,0
6,0,1930-11-02,1930_1931,hemma,863,borta,Elfsborg,förlust,0,6
9,0,1930-11-02,1930_1931,hemma,864,hemma,AIK,seger,9,0
9,0,1930-11-02,1930_1931,hemma,864,borta,IFK Malmö,förlust,0,9
3,3,1931-03-29,1930_1931,lika,865,hemma,Redbergslid,lika,3,3
3,3,1931-03-29,1930_1931,lika,865,borta,IFK Malmö,lika,3,3
6,0,1931-04-03,1930_1931,hemma,866,hemma,IFK Göteborg,seger,6,0
6,0,1931-04-03,1930_1931,hemma,866,borta,Eskilstuna,förlust,0,6
3,3,1931-04-05,1930_1931,lika,867,hemma,Gais,lika,3,3
3,3,1931-04-05,1930_1931,lika,867,borta,IFK Malmö,lika,3,3
1,4,1931-04-05,1930_1931,borta,868,hemma,Redbergslid,förlust,1,4
1,4,1931-04-05,1930_1931,borta,868,borta,Sandvikens IF,seger,4,1
0,3,1931-04-06,1930_1931,borta,869,hemma,Örgryte,förlust,0,3
0,3,1931-04-06,1930_1931,borta,869,borta,Landskrona,seger,3,0
4,1,1931-04-06,1930_1931,hemma,870,hemma,Helsingborg,seger,4,1
4,1,1931-04-06,1930_1931,hemma,870,borta,Sleipner,förlust,1,4
3,3,1931-04-06,1930_1931,lika,871,hemma,Elfsborg,lika,3,3
3,3,1931-04-06,1930_1931,lika,871,borta,Eskilstuna,lika,3,3
1,1,1931-04-12,1930_1931,lika,872,hemma,Sleipner,lika,1,1
1,1,1931-04-12,1930_1931,lika,872,borta,Örgryte,lika,1,1
3,0,1931-04-12,1930_1931,hemma,873,hemma,IFK Malmö,seger,3,0
3,0,1931-04-12,1930_1931,hemma,873,borta,Sandvikens IF,förlust,0,3
1,2,1931-04-12,1930_1931,borta,874,hemma,Eskilstuna,förlust,1,2
1,2,1931-04-12,1930_1931,borta,874,borta,Helsingborg,seger,2,1
1,2,1931-04-12,1930_1931,borta,875,hemma,Elfsborg,förlust,1,2
1,2,1931-04-12,1930_1931,borta,875,borta,Landskrona,seger,2,1
4,4,1931-04-12,1930_1931,lika,876,hemma,Gais,lika,4,4
4,4,1931-04-12,1930_1931,lika,876,borta,AIK,lika,4,4
0,0,1931-04-19,1930_1931,lika,877,hemma,Helsingborg,lika,0,0
0,0,1931-04-19,1930_1931,lika,877,borta,IFK Göteborg,lika,0,0
3,1,1931-04-19,1930_1931,hemma,878,hemma,Gais,seger,3,1
3,1,1931-04-19,1930_1931,hemma,878,borta,Sandvikens IF,förlust,1,3
4,1,1931-04-19,1930_1931,hemma,879,hemma,AIK,seger,4,1
4,1,1931-04-19,1930_1931,hemma,879,borta,Elfsborg,förlust,1,4
1,1,1931-04-26,1930_1931,lika,880,hemma,Örgryte,lika,1,1
1,1,1931-04-26,1930_1931,lika,880,borta,AIK,lika,1,1
0,0,1931-04-26,1930_1931,lika,881,hemma,Sleipner,lika,0,0
0,0,1931-04-26,1930_1931,lika,881,borta,IFK Göteborg,lika,0,0
1,1,1931-04-26,1930_1931,lika,882,hemma,Sandvikens IF,lika,1,1
1,1,1931-04-26,1930_1931,lika,882,borta,Redbergslid,lika,1,1
2,1,1931-04-26,1930_1931,hemma,883,hemma,IFK Malmö,seger,2,1
2,1,1931-04-26,1930_1931,hemma,883,borta,Elfsborg,förlust,1,2
1,3,1931-04-26,1930_1931,borta,884,hemma,Landskrona,förlust,1,3
1,3,1931-04-26,1930_1931,borta,884,borta,Helsingborg,seger,3,1
5,2,1931-05-01,1930_1931,hemma,885,hemma,Sleipner,seger,5,2
5,2,1931-05-01,1930_1931,hemma,885,borta,Landskrona,förlust,2,5
2,5,1931-05-03,1930_1931,borta,886,hemma,Sleipner,förlust,2,5
2,5,1931-05-03,1930_1931,borta,886,borta,AIK,seger,5,2
0,1,1931-05-03,1930_1931,borta,887,hemma,Sandvikens IF,förlust,0,1
0,1,1931-05-03,1930_1931,borta,887,borta,Örgryte,seger,1,0
1,0,1931-05-03,1930_1931,hemma,888,hemma,IFK Göteborg,seger,1,0
1,0,1931-05-03,1930_1931,hemma,888,borta,Helsingborg,förlust,0,1
0,1,1931-05-03,1930_1931,borta,889,hemma,Eskilstuna,förlust,0,1
0,1,1931-05-03,1930_1931,borta,889,borta,Landskrona,seger,1,0
3,2,1931-05-03,1930_1931,hemma,890,hemma,Elfsborg,seger,3,2
3,2,1931-05-03,1930_1931,hemma,890,borta,IFK Malmö,förlust,2,3
3,1,1931-05-06,1930_1931,hemma,891,hemma,Örgryte,seger,3,1
3,1,1931-05-06,1930_1931,hemma,891,borta,Redbergslid,förlust,1,3
0,2,1931-05-08,1930_1931,borta,892,hemma,Gais,förlust,0,2
0,2,1931-05-08,1930_1931,borta,892,borta,IFK Göteborg,seger,2,0
4,2,1931-05-10,1930_1931,hemma,893,hemma,Örgryte,seger,4,2
4,2,1931-05-10,1930_1931,hemma,893,borta,Eskilstuna,förlust,2,4
2,4,1931-05-10,1930_1931,borta,894,hemma,Sandvikens IF,förlust,2,4
2,4,1931-05-10,1930_1931,borta,894,borta,Landskrona,seger,4,2
3,1,1931-05-10,1930_1931,hemma,895,hemma,Redbergslid,seger,3,1
3,1,1931-05-10,1930_1931,hemma,895,borta,Elfsborg,förlust,1,3
5,1,1931-05-10,1930_1931,hemma,896,hemma,AIK,seger,5,1
5,1,1931-05-10,1930_1931,hemma,896,borta,Helsingborg,förlust,1,5
3,0,1931-05-14,1930_1931,hemma,897,hemma,Sandvikens IF,seger,3,0
3,0,1931-05-14,1930_1931,hemma,897,borta,IFK Malmö,förlust,0,3
5,1,1931-05-14,1930_1931,hemma,898,hemma,Gais,seger,5,1
5,1,1931-05-14,1930_1931,hemma,898,borta,Sleipner,förlust,1,5
2,3,1931-05-14,1930_1931,borta,899,hemma,Eskilstuna,förlust,2,3
2,3,1931-05-14,1930_1931,borta,899,borta,Elfsborg,seger,3,2
3,2,1931-05-14,1930_1931,hemma,900,hemma,AIK,seger,3,2
3,2,1931-05-14,1930_1931,hemma,900,borta,Redbergslid,förlust,2,3
2,1,1931-05-17,1930_1931,hemma,901,hemma,IFK Göteborg,seger,2,1
2,1,1931-05-17,1930_1931,hemma,901,borta,Landskrona,förlust,1,2
1,1,1931-05-17,1930_1931,lika,902,hemma,AIK,lika,1,1
1,1,1931-05-17,1930_1931,lika,902,borta,Örgryte,lika,1,1
5,2,1931-05-17,1930_1931,hemma,903,hemma,Gais,seger,5,2
5,2,1931-05-17,1930_1931,hemma,903,borta,Eskilstuna,förlust,2,5
4,1,1931-05-17,1930_1931,hemma,904,hemma,Helsingborg,seger,4,1
4,1,1931-05-17,1930_1931,hemma,904,borta,IFK Malmö,förlust,1,4
4,1,1931-05-17,1930_1931,hemma,905,hemma,Elfsborg,seger,4,1
4,1,1931-05-17,1930_1931,hemma,905,borta,Sleipner,förlust,1,4
1,6,1931-05-20,1930_1931,borta,906,hemma,Redbergslid,förlust,1,6
1,6,1931-05-20,1930_1931,borta,906,borta,IFK Göteborg,seger,6,1
0,2,1931-05-22,1930_1931,borta,907,hemma,Örgryte,förlust,0,2
0,2,1931-05-22,1930_1931,borta,907,borta,Gais,seger,2,0
1,3,1931-05-25,1930_1931,borta,908,hemma,Landskrona,förlust,1,3
1,3,1931-05-25,1930_1931,borta,908,borta,AIK,seger,3,1
1,5,1931-05-25,1930_1931,borta,909,hemma,Redbergslid,förlust,1,5
1,5,1931-05-25,1930_1931,borta,909,borta,Helsingborg,seger,5,1
5,2,1931-05-25,1930_1931,hemma,910,hemma,Sleipner,seger,5,2
5,2,1931-05-25,1930_1931,hemma,910,borta,IFK Malmö,förlust,2,5
0,2,1931-05-25,1930_1931,borta,911,hemma,Eskilstuna,förlust,0,2
0,2,1931-05-25,1930_1931,borta,911,borta,Sandvikens IF,seger,2,0
3,1,1931-05-27,1930_1931,hemma,912,hemma,IFK Göteborg,seger,3,1
3,1,1931-05-27,1930_1931,hemma,912,borta,Örgryte,förlust,1,3
2,1,1931-05-29,1930_1931,hemma,913,hemma,Gais,seger,2,1
2,1,1931-05-29,1930_1931,hemma,913,borta,Redbergslid,förlust,1,2
0,1,1931-05-31,1930_1931,borta,914,hemma,Sandvikens IF,förlust,0,1
0,1,1931-05-31,1930_1931,borta,914,borta,Elfsborg,seger,1,0
4,2,1931-05-31,1930_1931,hemma,915,hemma,IFK Malmö,seger,4,2
4,2,1931-05-31,1930_1931,hemma,915,borta,Eskilstuna,förlust,2,4
0,3,1931-05-31,1930_1931,borta,916,hemma,Landskrona,förlust,0,3
0,3,1931-05-31,1930_1931,borta,916,borta,Sleipner,seger,3,0
1,2,1931-05-31,1930_1931,borta,917,hemma,Helsingborg,förlust,1,2
1,2,1931-05-31,1930_1931,borta,917,borta,Gais,seger,2,1
2,2,1931-05-31,1930_1931,lika,918,hemma,IFK Göteborg,lika,2,2
2,2,1931-05-31,1930_1931,lika,918,borta,AIK,lika,2,2
3,2,1931-06-07,1930_1931,hemma,919,hemma,Örgryte,seger,3,2
3,2,1931-06-07,1930_1931,hemma,919,borta,Sleipner,förlust,2,3
2,6,1931-06-07,1930_1931,borta,920,hemma,IFK Malmö,förlust,2,6
2,6,1931-06-07,1930_1931,borta,920,borta,Redbergslid,seger,6,2
2,3,1931-06-07,1930_1931,borta,921,hemma,Landskrona,förlust,2,3
2,3,1931-06-07,1930_1931,borta,921,borta,IFK Göteborg,seger,3,2
4,3,1931-06-07,1930_1931,hemma,922,hemma,Helsingborg,seger,4,3
4,3,1931-06-07,1930_1931,hemma,922,borta,Sandvikens IF,förlust,3,4
1,4,1931-06-07,1930_1931,borta,923,hemma,Elfsborg,förlust,1,4
1,4,1931-06-07,1930_1931,borta,923,borta,Gais,seger,4,1
1,1,1931-06-07,1930_1931,lika,924,hemma,AIK,lika,1,1
1,1,1931-06-07,1930_1931,lika,924,borta,Eskilstuna,lika,1,1
4,0,1931-08-02,1931_1932,hemma,925,hemma,Sleipner,seger,4,0
4,0,1931-08-02,1931_1932,hemma,925,borta,IFK Malmö,förlust,0,4
0,1,1931-08-02,1931_1932,borta,926,hemma,Malmö FF,förlust,0,1
0,1,1931-08-02,1931_1932,borta,926,borta,IFK Göteborg,seger,1,0
3,7,1931-08-02,1931_1932,borta,927,hemma,Landskrona,förlust,3,7
3,7,1931-08-02,1931_1932,borta,927,borta,Örgryte,seger,7,3
1,3,1931-08-02,1931_1932,borta,928,hemma,Hallstahamm,förlust,1,3
1,3,1931-08-02,1931_1932,borta,928,borta,AIK,seger,3,1
1,3,1931-08-02,1931_1932,borta,929,hemma,Gais,förlust,1,3
1,3,1931-08-02,1931_1932,borta,929,borta,Eskilstuna,seger,3,1
1,0,1931-08-02,1931_1932,hemma,930,hemma,Elfsborg,seger,1,0
1,0,1931-08-02,1931_1932,hemma,930,borta,Helsingborg,förlust,0,1
1,2,1931-08-07,1931_1932,borta,931,hemma,IFK Göteborg,förlust,1,2
1,2,1931-08-07,1931_1932,borta,931,borta,Gais,seger,2,1
4,1,1931-08-09,1931_1932,hemma,932,hemma,Örgryte,seger,4,1
4,1,1931-08-09,1931_1932,hemma,932,borta,IFK Malmö,förlust,1,4
2,3,1931-08-09,1931_1932,borta,933,hemma,Sleipner,förlust,2,3
2,3,1931-08-09,1931_1932,borta,933,borta,Elfsborg,seger,3,2
2,4,1931-08-09,1931_1932,borta,934,hemma,Malmö FF,förlust,2,4
2,4,1931-08-09,1931_1932,borta,934,borta,AIK,seger,4,2
